12:37:15.950 [main] INFO  c.a.s.k.s.auto.AutoscalingController - Starting Kinesis Autoscaling Agent
15:51:54.244 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 39.91% (2,396 Records of 6000)
15:51:54.244 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 39.91%
15:51:54.277 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
15:51:54.298 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:56:54.408 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 5.71% (182,212 Bytes of 3145728)
15:56:54.408 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 82.62% (2,456 Records of 3000)
15:56:54.408 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 82.62%
15:56:54.408 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.84% (176,809 Bytes of 6291456)
15:56:54.408 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 41.79% (2,549 Records of 6000)
15:56:54.408 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 41.79%
15:56:54.449 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Requesting Scale Up of Stream in_stream by 1 as [PUT, GET] has been above 80% for 5 Minutes
15:56:54.449 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Updating Stream in_stream Shard Count to 4
15:56:54.524 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Waiting for Stream to transition back to Active Status
15:57:26.780 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
16:02:26.916 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 5.51% (173,390 Bytes of 3145728)
16:02:26.916 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 80.44% (2,400 Records of 3000)
16:02:26.916 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 80.44%
16:02:26.916 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 3.97% (327,208 Bytes of 6291456)
16:02:26.916 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 57.80% (4,545 Records of 6000)
16:02:26.917 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 57.80%
16:02:26.953 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
16:02:27.002 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
16:07:27.125 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 4.20% (175,720 Bytes of 4194304)
16:07:27.125 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 61.88% (2,504 Records of 4000)
16:07:27.125 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 61.88%
16:07:27.131 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.12% (175,351 Bytes of 8388608)
16:07:27.132 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 30.87% (2,501 Records of 8000)
16:07:27.132 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 30.87%
16:07:27.180 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
16:07:27.217 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
16:12:27.358 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 4.27% (182,548 Bytes of 4194304)
16:12:27.358 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 62.75% (2,535 Records of 4000)
16:12:27.358 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 62.75%
16:12:27.358 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.13% (180,456 Bytes of 8388608)
16:12:27.358 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 31.02% (2,506 Records of 8000)
16:12:27.358 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 31.02%
16:12:27.392 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
16:12:27.416 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
16:17:27.499 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 3.55% (145,478 Bytes of 4194304)
16:17:27.499 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 54.98% (2,328 Records of 4000)
16:17:27.499 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 54.98%
16:17:27.499 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.10% (172,261 Bytes of 8388608)
16:17:27.499 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 30.84% (2,393 Records of 8000)
16:17:27.499 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 30.84%
16:17:37.967 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
16:17:40.848 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
16:22:40.930 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 2.83% (104,402 Bytes of 4194304)
16:22:40.930 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 40.44% (1,548 Records of 4000)
16:22:40.930 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 40.44%
16:22:40.930 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.16% (142,194 Bytes of 8388608)
16:22:40.930 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 28.88% (1,975 Records of 8000)
16:22:40.931 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 28.88%
16:22:41.404 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
16:22:43.403 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
16:27:43.526 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 1.89% (69,754 Bytes of 4194304)
16:27:43.526 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 25.45% (969 Records of 4000)
16:27:43.526 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 25.45%
16:27:43.526 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 0.89% (69,366 Bytes of 8388608)
16:27:43.526 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 12.96% (963 Records of 8000)
16:27:43.526 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 12.96%
16:27:43.553 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
16:27:43.588 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
16:32:43.688 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 1.20% (57,187 Bytes of 4194304)
16:32:43.688 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 17.41% (598 Records of 4000)
16:32:43.688 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 17.41%
16:32:43.688 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 0.57% (43,061 Bytes of 8388608)
16:32:43.688 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 7.71% (636 Records of 8000)
16:32:43.688 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 7.71%
16:32:43.721 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Requesting Scale Down of Stream in_stream by 1 as [PUT, GET] has been below 30% for 5 Minutes
16:32:43.722 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Updating Stream in_stream Shard Count to 3
16:32:43.757 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - UpdateShardCount API Limit Exceeded. Falling back to manual scaling
16:32:43.757 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Scaling Stream in_stream from 4 Shards to 3
16:33:03.899 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Merging Shard shardId-000000000032 with shardId-000000000040
16:33:24.040 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Created Shard shardId-000000000042 (33%)
16:33:24.040 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - in_stream: Shard Modification 25% Complete, (3 Pending, 1 Completed). Current Size 4 Shards with Approx 160 Seconds Remaining
16:33:44.232 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Merging Shard shardId-000000000041 with shardId-000000000043
16:34:04.380 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Created Shard shardId-000000000045 (33%)
16:34:04.380 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - in_stream: Shard Modification 50% Complete, (2 Pending, 2 Completed). Current Size 4 Shards with Approx 160 Seconds Remaining
16:34:24.584 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - in_stream: Shard Modification 75% Complete, (1 Pending, 3 Completed). Current Size 3 Shards with Approx 133 Seconds Remaining
16:34:24.601 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Scaling Direction: DOWN
Shard shardId-000000000042 - Start: 0, End: 113427455640312813214536307655358589672, Keyspace Width: 113427455640312813214536307655358589672 (33.333%)
Shard shardId-000000000045 - Start: 113427455640312813214536307655358589673, End: 226854911269282892207786897226553474543, Keyspace Width: 113427455628970078993250589571194884870 (33.333%)
Shard shardId-000000000046 - Start: 226854911269282892207786897226553474544, End: 340282366920938463463374607431768211455, Keyspace Width: 113427455651655571255587710205214736911 (33.333%)
16:34:24.601 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
16:39:24.707 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 0.86% (26,418 Bytes of 3145728)
16:39:24.707 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 12.55% (367 Records of 3000)
16:39:24.707 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 12.55%
16:39:24.707 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 0.47% (26,479 Bytes of 6291456)
16:39:24.707 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 6.47% (411 Records of 6000)
16:39:24.707 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 6.47%
16:39:24.789 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Stream in_stream: Deferring Scale Down until Cool Off Period of 10 Minutes has elapsed
16:39:24.789 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
16:44:24.882 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 0.83% (26,291 Bytes of 3145728)
16:44:24.888 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 12.05% (359 Records of 3000)
16:44:24.888 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 12.05%
16:44:24.888 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 0.42% (26,302 Bytes of 6291456)
16:44:24.888 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 6.03% (360 Records of 6000)
16:44:24.888 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 6.03%
16:44:24.918 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Requesting Scale Down of Stream in_stream by 1 as [PUT, GET] has been below 30% for 5 Minutes
16:44:24.918 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Updating Stream in_stream Shard Count to 2
16:44:24.956 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - UpdateShardCount API Limit Exceeded. Falling back to manual scaling
16:44:24.957 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Scaling Stream in_stream from 3 Shards to 2
16:44:45.133 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Merging Shard shardId-000000000042 with shardId-000000000047
16:45:05.251 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Created Shard shardId-000000000049 (50%)
16:45:05.252 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - in_stream: Shard Modification 33% Complete, (2 Pending, 1 Completed). Current Size 3 Shards with Approx 120 Seconds Remaining
16:45:25.399 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - in_stream: Shard Modification 67% Complete, (1 Pending, 2 Completed). Current Size 2 Shards with Approx 90 Seconds Remaining
16:45:25.417 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Scaling Direction: DOWN
Shard shardId-000000000049 - Start: 0, End: 170141183471811976161444029428201714429, Keyspace Width: 170141183471811976161444029428201714429 (50.000%)
Shard shardId-000000000050 - Start: 170141183471811976161444029428201714430, End: 340282366920938463463374607431768211455, Keyspace Width: 170141183449126487301930578003566497025 (50.000%)
16:45:25.417 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
16:50:25.510 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 1.38% (29,765 Bytes of 2097152)
16:50:25.512 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 19.85% (389 Records of 2000)
16:50:25.512 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 19.85%
16:50:25.512 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 0.55% (28,534 Bytes of 4194304)
16:50:25.512 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 11.14% (396 Records of 4000)
16:50:25.512 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 11.14%
16:50:25.549 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Stream in_stream: Deferring Scale Down until Cool Off Period of 10 Minutes has elapsed
16:50:25.549 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
16:55:25.626 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 1.61% (34,936 Bytes of 2097152)
16:55:25.627 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 22.79% (437 Records of 2000)
16:55:25.627 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 22.79%
16:55:25.627 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 0.81% (35,027 Bytes of 4194304)
16:55:25.627 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 11.57% (464 Records of 4000)
16:55:25.627 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 11.57%
16:55:25.665 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Requesting Scale Down of Stream in_stream by 1 as [PUT, GET] has been below 30% for 5 Minutes
16:55:25.665 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Updating Stream in_stream Shard Count to 1
16:55:25.701 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - UpdateShardCount API Limit Exceeded. Falling back to manual scaling
16:55:25.701 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Scaling Stream in_stream from 2 Shards to 1
16:55:45.883 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - in_stream: Minimum Shard Count of 1 Reached
16:55:45.901 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Scaling Direction: DOWN
Shard shardId-000000000051 - Start: 0, End: 340282366920938463463374607431768211455, Keyspace Width: 340282366920938463463374607431768211455 (100.000%)
16:55:45.901 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
17:00:45.992 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 4.08% (42,257 Bytes of 1048576)
17:00:45.992 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 58.19% (603 Records of 1000)
17:00:45.992 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 58.19%
17:00:45.992 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 1.80% (43,687 Bytes of 2097152)
17:00:45.992 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 29.68% (607 Records of 2000)
17:00:45.992 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 29.68%
17:00:46.021 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
17:00:46.047 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
17:05:46.128 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 4.75% (52,409 Bytes of 1048576)
17:05:46.128 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 70.91% (728 Records of 1000)
17:05:46.128 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 70.91%
17:05:46.128 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.37% (48,362 Bytes of 2097152)
17:05:46.128 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 34.98% (700 Records of 2000)
17:05:46.128 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 34.98%
17:05:46.159 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
17:05:46.241 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
17:10:46.339 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 5.99% (63,167 Bytes of 1048576)
17:10:46.340 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 89.05% (877 Records of 1000)
17:10:46.340 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 89.05%
17:10:46.340 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 3.01% (64,034 Bytes of 2097152)
17:10:46.340 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 43.05% (889 Records of 2000)
17:10:46.340 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 43.05%
17:10:46.373 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
17:10:46.404 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
17:15:46.483 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 6.90% (71,938 Bytes of 1048576)
17:15:46.483 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 101.01% (1,027 Records of 1000)
17:15:46.483 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 101.01%
17:15:46.483 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 3.39% (70,226 Bytes of 2097152)
17:15:46.484 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 49.97% (1,018 Records of 2000)
17:15:46.484 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 49.97%
17:15:46.525 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Requesting Scale Up of Stream in_stream by 1 as [PUT, GET] has been above 80% for 5 Minutes
17:15:46.525 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Updating Stream in_stream Shard Count to 2
17:15:46.560 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - UpdateShardCount API Limit Exceeded. Falling back to manual scaling
17:15:46.560 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Scaling Stream in_stream from 1 Shards to 2
17:16:06.726 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Split Shard shardId-000000000051 at 50% Creating Final Shard shardId-000000000052 and Intermediate Shard Shard shardId-000000000053 - Start: 170141183460469231731687303715884105727, End: 340282366920938463463374607431768211455, Keyspace Width: 170141183460469231731687303715884105728 (50.000%)
 (50%)
17:16:06.726 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - in_stream: Shard Modification 50% Complete, (1 Pending, 1 Completed). Current Size 2 Shards with Approx 40 Seconds Remaining
17:16:06.752 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Scaling Direction: UP
Shard shardId-000000000052 - Start: 0, End: 170141183460469231731687303715884105726, Keyspace Width: 170141183460469231731687303715884105726 (50.000%)
